title,id,release_date,vote_average
Barbie and the Three Musketeers,23566,2009-09-15,7.3
Naked,21450,1993-09-14,7.3
Shutter,17111,2004-09-09,7.3
Heathers,2640,1988-10-01,7.292
Hereditary,493922,2018-06-07,7.292
The House with Laughing Windows,57447,1976-08-20,7.291
Play,547258,2019-09-04,7.3
Sarah's Key,53457,2010-09-16,7.3
(500) Days of Summer,19913,2009-07-17,7.29
Battle Royale,3176,2000-12-16,7.29
Pitch Perfect,114150,2012-09-28,7.29
The Texas Chain Saw Massacre,30497,1974-10-11,7.289
The Aristocats,10112,1970-11-13,7.29
House of Flying Daggers,9550,2004-05-19,7.289
Star Trek: First Contact,199,1996-11-22,7.289
Run Lola Run,104,1998-08-20,7.29
Holy Spider,889699,2022-07-13,7.3
Full Out,298582,2015-09-11,7.3
The Greatest Game Ever Played,15487,2005-09-30,7.288
"Merry Christmas, Mr. Lawrence",11948,1983-05-28,7.288
Violent Night,899112,2022-11-30,7.287
Mrs. Harris Goes to Paris,754609,2022-07-15,7.3
"Are You There God? It's Me, Margaret.",555285,2023-03-29,7.3
Trolls World Tour,446893,2020-03-11,7.288
Dragon Ball Z: Wrath of the Dragon,39108,1995-07-15,7.287
From Here to Eternity,11426,1953-08-28,7.3
Lethal Weapon,941,1987-03-06,7.3
Spider-Man 2,558,2004-06-25,7.287
Hunger,1071806,2023-04-04,7.286
Spirit Untamed,637693,2021-05-20,7.3
Anima,610120,2019-06-27,7.286
Justice League Dark,408220,2017-01-24,7.3
Pickpocket,690,1959-12-16,7.3
Loose Cannons,40794,2010-02-12,7.285
The Gruffalo,28118,2009-12-25,7.285
Three Days of the Condor,11963,1975-09-24,7.3
Hair,10654,1979-03-15,7.3
The Devil's Backbone,1433,2001-04-20,7.285
Russian Ark,16646,2002-05-22,7.284
Jeremiah Johnson,11943,1972-09-10,7.284
Detroit,407448,2017-07-28,7.283
A Place in the Sun,25673,1951-06-12,7.283
Winchester '73,14551,1950-07-12,7.3
The Commitments,11663,1991-08-14,7.3
Little Women,9587,1994-12-21,7.3
A Walk in the Clouds,9560,1995-05-27,7.283
Shrek 2,809,2004-05-19,7.283
Lights Out,259761,2013-12-30,7.282
The Equalizer,156022,2014-09-24,7.3
Withnail & I,13446,1987-06-19,7.282
The Prince of Egypt,9837,1998-12-16,7.3
Death in Venice,6619,1971-03-05,7.3
The Evil Dead,764,1981-09-10,7.3
Freaks Out,571468,2021-10-28,7.3
A Single Man,34653,2009-12-11,7.3
Scooby-Doo! and the Monster of Mexico,21956,2003-09-30,7.281
Assault on Precinct 13,17814,1976-10-08,7.281
The Fisher King,177,1991-09-20,7.281
Moneyball,60308,2011-09-23,7.28
Seconds,20620,1966-10-05,7.3
To Catch a Thief,381,1955-08-03,7.3
Promise at Dawn,432616,2017-12-20,7.3
The First Beautiful Thing,36940,2010-01-15,7.3
Stranger Than Fiction,1262,2006-09-09,7.279
Argo,68734,2012-10-11,7.278
Steamboat Willie,53565,1928-05-15,7.3
Angela's Ashes,10397,1999-12-25,7.3
The Jungle Book,9325,1967-10-18,7.3
The Quiet Man,3109,1952-07-21,7.3
The Rider,453278,2018-03-28,7.277
Berserk: The Golden Age Arc II - The Battle for Doldrey,118412,2012-06-23,7.277
Walkabout,36040,1971-07-01,7.277
Stardust,2270,2007-08-10,7.277
Rocky II,1367,1979-06-15,7.277
Transformers: Rise of the Beasts,667538,2023-06-06,7.275
Doctor Strange in the Multiverse of Madness,453395,2022-05-04,7.276
Suite Française,271674,2015-03-12,7.276
The Wandering Earth II,842675,2023-01-22,7.274
Ip Man 4: The Finale,449924,2019-12-19,7.275
Justice League vs. Teen Titans,379291,2016-03-26,7.3
Frost/Nixon,11499,2008-10-15,7.3
"The Adventures of Priscilla, Queen of the Desert",2759,1994-05-31,7.3
The Hours,590,2002-12-27,7.3
Avengers: Age of Ultron,99861,2015-04-22,7.274
The Party,10794,1968-04-04,7.274
Fracture,6145,2007-04-19,7.3
Lean On Me,14621,1989-03-03,7.273
Labyrinth,13597,1986-06-27,7.273
Quiz Show,11450,1994-08-25,7.273
Vampyr,779,1932-05-06,7.3
Gonjiam: Haunted Asylum,508642,2018-03-28,7.3
Now Where Did the Seventh Company Get to?,93289,1973-05-24,7.272
Testament of Youth,284689,2014-10-14,7.271
A Monster Calls,258230,2016-10-07,7.3
Manhattan Murder Mystery,10440,1993-05-02,7.3
Clueless,9603,1995-07-19,7.272
Megan Leavey,424488,2017-06-09,7.269
Star Wars: The Force Awakens,140607,2015-12-15,7.27
Swades,15774,2004-12-17,7.27
Great Expectations,14320,1946-12-26,7.3
The Day of the Beast,10722,1995-10-20,7.3
Green Street Hooligans,8923,2005-09-09,7.3
Die Hard: With a Vengeance,1572,1995-05-19,7.27
13 Hours: The Secret Soldiers of Benghazi,300671,2016-01-14,7.268
The Duellists,19067,1977-08-31,7.268
Brother Bear,10009,2003-10-23,7.3
Like Water for Chocolate,18183,1992-04-16,7.267
Evil,11197,2003-09-16,7.3
The Piano Teacher,1791,2001-09-05,7.268
Phineas and Ferb the Movie: Candace Against the Universe,594328,2020-08-27,7.3
Lava,286192,2014-10-10,7.266
Venus in Fur,197082,2013-05-28,7.266
How Green Was My Valley,43266,1941-10-28,7.3
Bad Day at Black Rock,14554,1955-01-13,7.3
One Man Band,13933,2005-06-21,7.266
Victor/Victoria,12614,1982-04-25,7.266
"South Park: Bigger, Longer & Uncut",9473,1999-06-30,7.3
La Ceremonie,1802,1995-08-30,7.266
Videodrome,837,1983-02-04,7.3
Enola Holmes,497582,2020-09-23,7.265
The Front Page,987,1974-11-01,7.3
Forbidden Planet,830,1956-03-23,7.3
Notting Hill,509,1999-05-21,7.265
Leaving Las Vegas,451,1995-10-27,7.3
The Gods Must Be Crazy,8393,1980-09-10,7.3
Deconstructing Harry,2639,1997-12-12,7.263
Inception: The Cobol Job,64956,2010-12-07,7.3
Missing,15600,1982-02-12,7.262
My Name Is Nobody,9474,1973-12-13,7.265
Bloody Sunday,4107,2002-01-16,7.3
Strays,912908,2023-08-17,7.261
Old Henry,785663,2021-10-01,7.261
Run,546121,2020-11-20,7.261
Infernal Affairs II,11647,2003-10-01,7.3
Cape Fear,1598,1991-11-13,7.261
At War for Love,403450,2016-10-27,7.26
Love at First Sight,353577,2023-09-15,7.265
Colonia,318781,2015-06-24,7.26
Zombieland,19908,2009-10-02,7.26
"OSS 117: Cairo, Nest of Spies",15152,2006-04-19,7.26
Everything Is Illuminated,340,2005-09-05,7.26
Riders of Justice,663870,2020-11-19,7.259
Lady Bird,391713,2017-09-01,7.259
Bicentennial Man,2277,1999-12-17,7.26
Land of Bad,969492,2024-02-09,7.258
"The Good, the Bart, and the Loki",846214,2021-07-07,7.3
Marshall,392982,2017-10-13,7.3
"Crazy, Stupid, Love.",50646,2011-07-29,7.258
Eddie Murphy Raw,17159,1987-11-25,7.258
The Hurt Locker,12162,2008-10-10,7.3
Pleasantville,2657,1998-09-17,7.258
Pirates of the Caribbean: At World's End,285,2007-05-19,7.258
Team Thor,413279,2016-08-28,7.3
Adventures in Babysitting,360606,2016-06-24,7.3
The Ladykillers,5506,1955-12-08,7.3
Masculin Féminin,4710,1966-03-22,7.3
She Said,837881,2022-11-17,7.255
Dragons: Dawn of the Dragon Racers,298115,2014-11-01,7.3
Juliet of the Spirits,19120,1965-10-22,7.3
Hunger,10360,2008-05-15,7.3
Marrowbone,399366,2017-10-27,7.3
Frozen II,330457,2019-11-20,7.255
Marvel One-Shot: Agent Carter,211387,2013-09-03,7.255
Safe Haven,112949,2013-02-07,7.255
Fallen Leaves,986280,2023-09-14,7.254
The Hawks and the Sparrows,33954,1966-05-04,7.254
Hud,24748,1963-05-28,7.3
Dark Passage,16227,1947-09-05,7.3
Dracula,11868,1958-05-22,7.3
The Road to El Dorado,10501,2000-03-31,7.254
Superbad,8363,2007-03-20,7.254
The Salesman,375315,2016-06-24,7.253
The Boondock Saints,8374,1999-01-22,7.253
The Last Metro,1716,1980-09-17,7.253
Malicious,44741,1973-03-29,7.3
The Naked Gun: From the Files of Police Squad!,37136,1988-12-02,7.252
Dolores Claiborne,11929,1995-03-24,7.3
The Passenger,9652,1975-02-28,7.3
The Family Plan,1029575,2023-12-14,7.251
Pearl,949423,2022-09-16,7.3
Mavka: The Forest Song,459003,2023-03-02,7.3
The Many Adventures of Winnie the Pooh,250480,1977-03-11,7.3
Fullmetal Alchemist the Movie: Conqueror of Shamballa,14003,2005-07-21,7.251
Of Mice and Men,9609,1992-09-16,7.3
"Ruby Gillman, Teenage Kraken",1040148,2023-06-28,7.2
Mune: Guardian of the Moon,323661,2015-02-05,7.25
Biutiful,45958,2010-10-20,7.25
Race,323677,2016-02-19,7.25
Queen of Katwe,317557,2016-09-23,7.249
Chinese Take-Away,67884,2011-03-24,7.249
The Great Debaters,14047,2007-12-25,7.2
The Phantom of the Opera,9833,2004-12-08,7.2
Army of Darkness,766,1992-10-31,7.2
Tyrannosaur,76543,2011-10-07,7.2
Batman: Year One,69735,2011-09-27,7.248
"Planes, Trains and Automobiles",2609,1987-11-26,7.2
West Side Story,1725,1961-12-13,7.248
The Last Kingdom: Seven Kings Must Die,948713,2023-04-14,7.249
The Concert,25205,2009-11-04,7.2
Lagaan: Once Upon a Time in India,19666,2001-06-15,7.247
Zatoichi,246,2003-09-06,7.2
"Everything, Everything",417678,2017-05-18,7.2
The Shape of Water,399055,2017-12-01,7.2
Frozen,109445,2013-11-20,7.246
Secret of the Wings,75258,2012-08-17,7.246
The Vow,72570,2012-02-05,7.245
Skyfall,37724,2012-10-24,7.246
Naruto Shippuden the Movie: Bonds,17581,2008-08-02,7.246
The Painted Veil,14202,2006-12-09,7.2
Radio,13920,2003-10-24,7.2
The Last Temptation of Christ,11051,1988-05-28,7.2
Despicable Me,20352,2010-07-08,7.245
Blazing Saddles,11072,1974-02-07,7.2
Tell No One,10795,2006-11-01,7.245
Fist of Fury,11713,1972-03-22,7.244
Man on the Moon,1850,1999-12-22,7.244
The Wonderful Story of Henry Sugar,923939,2023-09-20,7.243
Fast Five,51497,2011-04-20,7.243
The Public Enemy,17687,1931-04-23,7.2
Blood Simple,11368,1984-03-26,7.2
The Professional,1672,1981-10-21,7.2
Frequency,10559,2000-04-28,7.2
It,346364,2017-09-06,7.241
The Past,152780,2013-05-17,7.241
The Boat That Rocked,18947,2009-04-01,7.24
Barbie as the Island Princess,13283,2007-09-17,7.2
The Sword in the Stone,9078,1963-12-25,7.241
#Alive,614696,2020-06-24,7.2
Alita: Battle Angel,399579,2019-01-31,7.24
The Last Song,35690,2010-03-31,7.2
Conspiracy,12900,2001-05-19,7.24
Jumanji,8844,1995-12-15,7.24
The City of Lost Children,902,1995-05-17,7.24
Happening,793998,2021-11-04,7.2
Ida,209274,2013-10-25,7.239
In the House,121875,2012-09-26,7.239
Milk,10139,2008-11-05,7.239
Begin Again,198277,2013-09-07,7.238
And Now for Something Completely Different,9267,1971-09-28,7.238
National Lampoon's Christmas Vacation,5825,1989-11-30,7.239
A Christmas Story,850,1983-11-18,7.238
Suffragette,245168,2015-10-16,7.2
La Bamba,16620,1987-07-24,7.236
"Lust, Caution",4588,2007-09-24,7.2
Driving Miss Daisy,403,1989-12-13,7.236
Bridge of Spies,296098,2015-10-15,7.235
Headhunters,70670,2011-08-26,7.2
Baaria,25846,2009-09-24,7.2
Roma,11035,1972-03-16,7.2
Saw X,951491,2023-09-27,7.234
Z-O-M-B-I-E-S,483980,2018-02-16,7.234
Every Day,465136,2018-02-22,7.234
The Miracle Season,425373,2018-04-13,7.243
The Ten Commandments: The Movie,372519,2016-01-28,7.2
The Hedgehog,19597,2009-07-01,7.2
On Golden Pond,11816,1981-12-04,7.2
The Orphanage,6537,2007-05-20,7.234
Love Me If You Dare,8424,2003-09-17,7.2
Last Christmas,549053,2019-11-07,7.232
Freeheld,306745,2015-10-02,7.232
The Lady Eve,3086,1941-02-25,7.2
Furious 7,168259,2015-04-01,7.231
The Message,26842,1976-03-09,7.231
Betty Blue,11986,1986-04-09,7.231
Upgraded,1014590,2024-02-07,7.231
Teenage Mutant Ninja Turtles: Mutant Mayhem,614930,2023-07-31,7.229
Batman,268,1989-06-21,7.23
Crazy About Her,778730,2021-02-26,7.229
Alien: Romulus,945961,2024-08-13,7.2
Coherence,220289,2013-09-19,7.229
Wadjda,129112,2012-08-31,7.227
Collateral,1538,2004-08-04,7.227
The Wing or the Thigh?,761,1976-10-27,7.227
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",1147400,2023-10-21,7.231
Big Time Adolescence,539617,2020-03-13,7.226
On Body and Soul,436343,2017-03-02,7.2
The Lego Batman Movie,324849,2017-02-08,7.226
The Illusionist,41201,2010-06-16,7.2
A Bridge Too Far,5902,1977-06-15,7.226
Crash,1640,2005-05-06,7.226
Irreversible,979,2002-05-22,7.226
28 Days Later,170,2002-10-31,7.226
The Old Oak,970348,2023-09-29,7.225
Hocus Pocus 2,642885,2022-09-27,7.225
Life Itself,446696,2018-09-21,7.2
Official Secrets,393624,2019-08-30,7.225
Children Who Chase Lost Voices,79707,2011-05-07,7.225
Jane Eyre,38684,2011-03-11,7.225
The Aviator,2567,2004-12-17,7.224
Mask,11177,1985-03-08,7.224
C'mon C'mon,632617,2021-11-19,7.223
Collateral Beauty,345920,2016-12-15,7.223
Only Lovers Left Alive,152603,2013-12-12,7.2
The Stranger,20246,1946-07-02,7.2
Donkey Skin,5590,1970-12-20,7.223
Boiling Point,807196,2021-07-05,7.222
Black Widow,497698,2021-07-07,7.2
Wonder Woman,297762,2017-05-30,7.222
The Man from the Future,73624,2011-09-02,7.222
Barbie: A Fashion Fairytale,44874,2010-09-14,7.2
The Damned United,21641,2009-03-27,7.222
Open Range,2055,2003-08-11,7.2
My Little Pony: The Movie,335360,2017-10-05,7.2
Dog Pound,43920,2010-04-24,7.2
The Diary of Anne Frank,2576,1959-03-18,7.2
Over the Moon,560050,2020-10-16,7.221
The Age of Shadows,363579,2016-09-07,7.22
Clue,15196,1985-12-13,7.2
Ghost,251,1990-07-13,7.22
Berserk: The Golden Age Arc I - The Egg of the King,113082,2012-02-03,7.219
The Intern,257211,2015-09-23,7.217
Barbie in A Mermaid Tale,34134,2010-01-25,7.2
DC League of Super-Pets,539681,2022-07-27,7.216
To the Bone,401104,2017-01-22,7.218
Dragon Ball Z: Broly – The Legendary Super Saiyan,34433,1993-03-06,7.2
The Town,23168,2010-09-15,7.217
Violent Cop,12622,1989-08-12,7.217
North Country,9701,2005-02-12,7.2
Tootsie,9576,1982-12-17,7.2
Jack and the Cuckoo-Clock Heart,204436,2014-02-05,7.216
3:10 to Yuma,14168,1957-08-07,7.2
Man Bites Dog,10086,1992-08-20,7.216
Trading Places,1621,1983-06-07,7.217
2046,844,2004-10-29,7.217
Monster,504,2003-12-24,7.2
The Roundup,619803,2022-05-18,7.2
Juice,16136,1992-01-17,7.215
The Princess and the Frog,10198,2009-12-08,7.215
Big Trouble in Little China,6978,1986-05-30,7.2
The Hunger Games,70160,2012-03-12,7.214
Sherlock Holmes,10528,2009-12-23,7.214
Nashville,3121,1975-06-11,7.2
A Shot in the Dark,1594,1964-06-23,7.2
I Am Dragon,370964,2015-12-03,7.213
Rudderless,244403,2014-10-17,7.2
Detour,20367,1945-11-30,7.213
Woman at War,348657,2018-05-22,7.2
Time to Hunt,571785,2020-02-22,7.2
Lady and the Tramp,512895,2019-11-12,7.211
The Captain,475094,2018-02-02,7.211
After the Storm,374671,2016-05-21,7.2
Mean Girls,10625,2004-04-30,7.2
South Park: Post COVID,874299,2021-11-25,7.21
The Devil All the Time,499932,2020-09-11,7.209
[REC],8329,2007-11-23,7.209
Resort to Love,785539,2021-07-29,7.2
It's Only the End of the World,338189,2016-08-26,7.209
Django,10772,1966-04-06,7.2
Reign Over Me,2355,2007-03-22,7.209
Fear and Loathing in Las Vegas,1878,1998-05-19,7.209
Short Cuts,695,1993-09-05,7.2
The Teachers' Lounge,998022,2023-05-04,7.214
Ferdinand,364689,2017-12-09,7.21
Cleveland Abduction,336845,2015-05-02,7.2
A Touch of Sin,187022,2013-10-04,7.2
The Wizards Return: Alex vs. Alex,178682,2013-06-01,7.215
The Cutting Edge,16562,1992-03-27,7.2
The Awful Truth,14675,1937-10-21,7.2
Peter Pan,10693,1953-02-05,7.2
I Am Legend,6479,2007-12-12,7.208
3:10 to Yuma,5176,2007-09-06,7.2
Standing Tall,329819,2015-05-13,7.207
Babette's Feast,11832,1987-08-11,7.2
In the Mouth of Madness,2654,1995-02-03,7.2
"Don't Worry, I'm Fine",1254,2006-09-06,7.207
War for the Planet of the Apes,281338,2017-07-11,7.206
Mission: Impossible - Rogue Nation,177677,2015-07-23,7.206
Evangelion: 3.0 You Can (Not) Redo,75629,2012-11-17,7.2
The Lincoln Lawyer,50348,2011-03-17,7.206
K-PAX,167,2001-10-26,7.2
Shiva Baby,664300,2021-03-26,7.205
Joe: The Busybody,12598,1971-08-31,7.205
Bagdad Cafe,3543,1987-11-12,7.205
Late Night with the Devil,938614,2024-03-19,7.203
Escape from Pretoria,502425,2020-03-06,7.204
Naruto Shippuden the Movie: Blood Prison,75624,2011-07-30,7.204
Invasion of the Body Snatchers,11850,1978-12-20,7.2
The Outsiders,227,1983-03-25,7.2
One Piece Film: GOLD,374205,2016-07-23,7.2
Men in Black,607,1997-07-02,7.203
It Ends With Us,1079091,2024-08-07,7.198
In the Name of the Land,612368,2019-09-25,7.202
Citizen X,12554,1995-02-25,7.2
Smoke,10149,1995-06-09,7.2
The Dreamers,1278,2003-09-01,7.204
Utøya: July 22,500006,2018-03-09,7.201
Good Time,429200,2017-08-11,7.201
Naruto the Movie: Ninja Clash in the Land of Snow,16907,2004-08-21,7.2
Doubt,14359,2008-12-12,7.203
The Edge of Heaven,2014,2007-09-27,7.201
Breakfast on Pluto,1420,2005-11-16,7.2
Riley's First Date?,355338,2015-11-03,7.2
Burlesque,42297,2010-11-23,7.201
Steel Magnolias,10860,1989-11-15,7.2
The Parent Trap,9820,1998-07-28,7.201
The Roundup: No Way Out,955555,2023-05-31,7.2
The Choice,330483,2016-02-04,7.2
Labyrinth of Lies,287495,2014-11-06,7.199
What Dreams May Come,12159,1998-10-02,7.199
Pat Garrett & Billy the Kid,11577,1973-05-23,7.2
Picnic at Hanging Rock,11020,1975-09-02,7.2
Midnight Run,9013,1988-07-20,7.2
Maria Full of Grace,436,2004-01-18,7.2
A Fish Called Wanda,623,1988-07-15,7.2
The NeverEnding Story,34584,1984-04-06,7.198
Dangerous Liaisons,859,1988-12-21,7.197
The Monkey King: Reborn,811634,2021-04-02,7.2
Toy Story of Terror!,213121,2013-10-16,7.2
Ovosodo,48254,1997-09-12,7.196
P.S. I Love You,6023,2007-11-15,7.2
The Kissing Booth,454983,2018-05-11,7.2
Alice in Wonderland,12092,1951-07-28,7.2
The Player,10403,1992-04-03,7.2
Set It Off,9400,1996-11-06,7.195
Les Misérables,4415,1998-05-01,7.195
The Talented Mr. Ripley,1213,1999-12-25,7.2
Beverly Hills Cop,90,1984-12-05,7.196
Nomadland,581734,2021-01-29,7.194
Sully,363676,2016-09-07,7.194
Marley & Me,14306,2008-12-25,7.194
Lars and the Real Girl,6615,2007-10-12,7.194
Sissi: The Fateful Years of an Empress,459,1957-12-18,7.2
42,109410,2013-04-12,7.194
Black Sabbath,28043,1963-08-17,7.193
Little Manhattan,16553,2005-09-26,7.2
A League of Their Own,11287,1992-07-01,7.194
Shoot the Piano Player,1818,1960-11-25,7.2
The Muppet Movie,11176,1979-06-22,7.2
Thank You for Smoking,9388,2005-09-09,7.2
Mrs. Doubtfire,788,1993-11-24,7.192
One Piece Film Red,900667,2022-08-06,7.2
Teen Titans Go! To the Movies,474395,2018-07-27,7.191
A Cinderella Story: If the Shoe Fits,407655,2016-08-02,7.191
Inside Llewyn Davis,86829,2013-10-18,7.191
The Unknown Woman,10886,2006-10-09,7.2
Marathon Man,10518,1976-10-08,7.191
The Fortune Cookie,1888,1966-10-19,7.2
Happiest Season,520172,2020-11-26,7.19
Little Boy,256962,2015-04-23,7.19
The Secret Life of Walter Mitty,116745,2013-12-18,7.19
Limitless,51876,2011-03-17,7.19
The Karate Kid,1885,1984-06-22,7.19
Clifford the Big Red Dog,585245,2021-11-10,7.2
The Maze Runner,198663,2014-09-10,7.189
Munna Bhai M.B.B.S.,19625,2003-12-19,7.189
Operation Petticoat,9660,1959-12-05,7.2
The Bird with the Crystal Plumage,20345,1970-02-27,7.2
Romanzo Criminale,14375,2005-09-30,7.188
300,1271,2007-03-07,7.188
Fear Street: 1978,591274,2021-07-08,7.186
Shin Godzilla,315011,2016-07-29,7.2
No,110398,2012-08-09,7.186
Pusher III,11330,2005-08-22,7.2
The Bucket List,7350,2007-12-25,7.186
Bye Bye Morons,651881,2020-10-21,7.2
Compagni di scuola,56825,1988-12-21,7.185
Sweeney Todd: The Demon Barber of Fleet Street,13885,2007-12-20,7.2
Barbie and the Magic of Pegasus,15906,2005-10-04,7.184
Identity,2832,2003-04-25,7.184
The Patriot,2024,2000-06-28,7.183
The Menu,593643,2022-11-17,7.183
Tenet,577922,2020-08-22,7.184
Ballerina,342473,2016-12-14,7.2
Murder by Death,6037,1976-06-23,7.2
Heretic,1138194,2024-10-31,7.178
Broker,736732,2022-06-08,7.2
Nappily Ever After,519035,2018-09-21,7.2
Invictus,22954,2009-12-11,7.182
Chak De! India,14163,2007-08-09,7.182
Thief,11524,1981-03-27,7.2
Queen Margot,10452,1994-05-13,7.182
A Simple Plan,10223,1998-12-11,7.184
Sleepy Hollow,2668,1999-11-19,7.183
IF,639720,2024-05-08,7.181
Batman: Hush,537056,2019-07-19,7.2
5 to 7,259954,2014-04-19,7.184
The Sunset Limited,56831,2011-02-12,7.181
The Young Victoria,18320,2009-03-04,7.181
Village of the Damned,11773,1960-06-16,7.2
Vera Drake,11109,2004-10-22,7.181
Big,2280,1988-06-03,7.18
Barbie and the Secret Door,285733,2014-08-30,7.2
The Flight of the Phoenix,10243,1965-12-15,7.2
Heidi,365045,2015-12-10,7.2
The Animatrix,55931,2003-05-09,7.18
Bound,9303,1996-09-13,7.179
Ralph Breaks the Internet,404368,2018-11-20,7.178
Barbara,88284,2012-03-08,7.2
Nowhere Boy,33511,2009-12-25,7.178
Project A,21519,1983-12-22,7.2
Watership Down,11837,1978-10-14,7.178
Batman vs. Robin,321528,2015-04-03,7.177
Melancholia,62215,2011-05-26,7.177
Bedevilled,59421,2010-08-19,7.2
Wonder Woman,15359,2009-03-03,7.2
Girl,515916,2018-09-18,7.176
White Christmas,13368,1954-10-14,7.2
One Hundred and One Dalmatians,12230,1961-01-25,7.176
Babel,1164,2006-10-26,7.2
After We Collided,613504,2020-09-02,7.176
Never Rarely Sometimes Always,595671,2020-03-13,7.175
Hugo,44826,2011-11-22,7.175
Diaz - Don't Clean Up This Blood,96714,2012-04-13,7.2
Carnage,72113,2011-09-16,7.172
Kiss Me Deadly,18030,1955-04-28,7.2
Elizabeth,4518,1998-09-13,7.173
A History of Violence,59,2005-09-23,7.2
Swan Song,765245,2021-12-17,7.174
50/50,40807,2011-09-30,7.172
Last Holiday,17379,2006-01-13,7.172
In America,10511,2003-10-31,7.172
Sissi: The Young Empress,458,1956-12-01,7.172
Professor Marston and the Wonder Women,420622,2017-10-13,7.171
Pusher II,11328,2004-12-25,7.2
Henry V,10705,1989-10-05,7.171
A Coffee in Berlin,130739,2012-11-01,7.17
Pom Poko,15283,1994-07-16,7.2
Murder in the First,8438,1995-01-20,7.2
Downton Abbey: A New Era,820446,2022-04-27,7.169
The Man Who Knew Infinity,353326,2016-04-08,7.169
"Ciao, Professore!",23637,1992-10-09,7.2
Secondhand Lions,13156,2003-09-19,7.2
Kiss Kiss Bang Bang,5236,2005-09-14,7.169
Out of Africa,606,1985-12-20,7.2
The English Patient,409,1996-11-14,7.2
Eddie the Eagle,319888,2016-02-25,7.168
"The Good, the Bad, the Weird",15067,2008-07-16,7.2
Wall Street,10673,1987-12-10,7.168
La Grande Bouffe,10102,1973-05-16,7.2
Crimson Tide,8963,1995-05-12,7.168
